id,name,author,date_created,medium_owned,medium_read,status,date_read,rating,genre,list,review
853,Privacy's Blueprint: The Battle to Control the Design of New Technologies,Woodrow Hartzog,2018,,,to-read,,,BookNonFiction,,
854,"The Fight for Privacy: Protecting Dignity, Identity, and Love in the Digital Age",Danielle Citron,2022,,,to-read,,,BookNonFiction,,
855,Breached: Why Security Law Fails and How to Improve It,Daniele J. Solove and Woodrow Hartzog,2022,,,to-read,,,BookNonFiction,,
856,The Happy Valley,Benjamin Harnett,2022,,,to-read,,,BookFiction;BookSciFi,,
857,Children of Memory,Adrian Tchaikovsky,2022,PhysicalBook,PhysicalBook,read,2022-12-01 00:00:00,5,BookFiction;BookSciFi,scifi;aliens,"A follow-up to three previous books, this was a book with high expectations to start with. Though parts of it felt not that interesting, the lingering thoughts after the book had been over were that of thoughtful hints of something wonderful. For starters, the book has crows/corvids in the follow up to spiders, ants, octopuses, fungii... That's amazing. And then there is something new and alien, which though not mind blowing, really does end up with a fun read. I hope there are more books in this series, and that they are filled more with details."
858,Eyes of the Void,Adrian Tchaikovsky,2022,PhysicalBook,PhysicalBook,read,2022-12-21 12:00:00,4,BookFiction;BookSciFi,,"The second or middle part of a trilogy, this was the stereotypical filler-material book with not much actual progress as compared to how much of the world the first book introduced. Some more adventures, some more characters, a lot of teasing about information that you hope will be revealed but never is. And so one must wait for the third book. That said, I did not feel bored or annoyed at any point in the story. In terms of episodic content, it was a good book. I just wished for more details and things to be presented because the first book was quite good in terms of how much new things and world descriptions it contained."
859,Undercover: My Journey into the Darkness of Hindutva,Ashish Khetan,2021,EBook,EBook,read,2022-12-28 00:00:00,5,BookNonFiction,books-changed-life,"I was not prepared for this book. It is raw, honest, detailed, and factual. There were times when I felt overwhelmed from what was in the book and comparing it to how little I knew or was exposed to. That there were investigations and court cases to such an extent, and that they were all somehow 'managed' was a revelation. I always believed that there was mischief, but reading the book I've come to the realisation that the reality is much more sinister and there is evil which believes itself righteous. The book also helped understand a lot of the current political landscape in terms of the key people and their (political) governance models. By the end I was feeling hopeless, lost, sad, upset, angry, frustrated, and in chaos. But this is also progress - because I went from ignorance to awareness."
860,Platonic: How the Science of Attachment Can Help You Make And Keep Friends,Marisa G Franco,2022,,,to-read,,,BookNonFiction,,
861,The Digital Republic: How to Govern and Take Back Control Technology,Jamie Susskind,2022,PhysicalBook,PhysicalBook,read,2023-02-02 00:00:00,5,BookNonFiction,DCU,"A comprehensive book about what 'republican' means in the political context (not the American one), and how it applies to the rising digital internet economy. There's a lot of interesting concepts, and even though I knew a lot of the events and situations mentioned, the specific perspective of how they relate to things such as self-determination and governance of systems was interesting and thought-provoking."
862,"Cannibal Capitalism: How our System is Devouring Democracy, Care, and the Planet—and What We Can Do About It",Nancy Fraser,2022,EBook,EBook,read,2024-10-07 00:00:00,4,BookNonFiction,,"I learnt a great deal from this book about the history of capitalism, and why those who don't know their history are bound to repeat it. Towards the end of the book, it became less apparent what I was learning, but I think this is a good book to pick up and go through to understand the current state of things and the inner workings of governments and the governed."
863,Walled Culture,Glyn Moody,2022,EBook,EBook,read,2023-06-11 11:00:00,3,BookNonFiction,,"A short history of sorts regarding copyright and its effect on digital technology, this book was a refresher on several moments I had known but had forgotten about. Like the upload filter, Megaupload, Napster, and so on. Moments where the internet changed as I was growing up. The book didn't offer much of anything new other than these except to emphasise how the copyright movement has been affecting things for a long time and to not forget these. It would have been better to have researched some more materials and to have detailed in-depth analysis instead of a blog-style rehash of things."
864,Privacy in Context,Helen Nissembaum,2009,,,to-read,,,BookNonFiction,,
865,Data and Goliath,Bruce Schneier,2015,,,to-read,,,BookNonFiction,,
866,The Anomaly,Hervé Le Tellier,2022,,,to-read,,,BookFiction;BookSciFi,DublinLibrary,
867,Utopia is Creepy; and other provocations,Nicholas Carr,2016,PhysicalBook,PhysicalBook,read,2023-03-21 00:00:00,3,BookNonFiction,DCU;GiveAway,"Interesting book that contains few thought-provoking articles, but then most of the other times its just some person rambling on a topic. Sometimes its things that don't seem sensible because I'd see biases and prejudices for a particular technology or company (mostly Apple) that taint the other writings."
868,Victory City,Salman Rushdie,2023,PhysicalBook,PhysicalBook,read,2023-04-01 00:00:00,4,BookFiction;BookSciFi,cork,"I didn't know a new book from Salman Rushdie had been published until I came across while walking through the book store. Bought it on an impulse - how could I resist. Looking forward to the mesmerising delight that is Rushdie's linguistic forte, I was quite surprised to discover that this was an incredibly clever and well-woven tale of modernity spun into the fabric of ancient Indian history. So much to easily miss, not notice, and realise that this is a really well written story. I missed the poetic language that evoke a love for reading, but the story itself being set in parallels to India mythologies was intriguing in itself. Still a good read - but I want to go get another Rushdie book to satiate my appetite for the language from Midnight's Children and Shame - which I immensely enjoyed."
869,Grass,Sheri S. Tepper,1989,PhysicalBook,PhysicalBook,read,2023-04-15 00:00:00,4,BookFiction;BookSciFi,,"This is a well-written book with characters that are multi-dimensional, a world and setting that is explored in depth, and a sci-fi narrative that has sociological ecological analogies. The only thing that felt out of place was the setting of social constructs based on aristrocatic fox hunting, though I understand how that setting made sense for the story. Enjoyable, though the novel is a bit long and takes its time to showcase the mysteries. I can imagine this as being an excellent TV series."
870,No Country for Old Men,Cormac McCarthy,2005,,PhysicalBook,read,2023-04-06 00:00:00,4,BookFiction,,"This was my first Cormac McCarthy book. The story is a violent thriller - which I like, and which reminded me of some books I used to read when I was younger. The story is told in the style of show rather than tell, with some acute observations and comments that feel poignant to read. I chose this book because I like the film and it has some intense characters that stay in memory. While reading I could visually recall scenes. While this speaks volumes about the film directors and actors, it also shows that the book is also a good story and experience in itself. Its rare that I like a book I read after I have watched and liked the film based on it. I have some more books by the same author, which I look forward to read."
871,Blood Meridian or the Evening Redness in the West,Cormac McCarthy,1985,PhysicalBook,PhysicalBook,read,2023-04-07 00:00:00,3,BookFiction,cork,"This was a dense read. Too much was happening - which made sense when I later read that the book is a 'magnum opus'. But my main issue with reading was not the violence (which was a lot, and didn't feel drawn out or out of place), but that there was no single thread of the story that the reader is following, and things just seemed to happen. Yes, there is a central character, but it always felt as if watching a documentary recorded by someone else. Maybe that's because I'm not the target audience, I'm not American, and I don't know the history behind the three groups the story is about. Still - reading it was a good experience to pass the time. The writing is okay - its too 'prosaic', the story is good - and all of the book shows the 'reality' of how comparatively barbaric we were not so long ago even if we fantasise civilisation and honour in the westers evoked in cinema today. The Judge is as memorable a character as any, and I could see the book could easily have been named 'Dancing with the Devil'."
872,The Road,Cormac McCarthy,2006,,PhysicalBook,read,2023-04-26 00:00:00,4,BookFiction,,"Hemingway type writing combined with post-apocalyptic society and the bare terror of human society falling apart. All of this makes for an interesting read. The writing is simple, but the story is intense. A good read."
873,The Seven Moons of Maali Almeida,Shehan Karunatilaka,2002,PhysicalBook,PhysicalBook,read,2023-04-24 00:00:00,3,BookFiction;BookSciFi,,"This is a clever book written with prose that is witty and implies wisdom in places without throwing it in the face. It is set in the Sri Lankan conflict, and without the cultural knowledge of the situation a lot of references and subtle nuances would be lost. I enjoyed reading it, even if the story itself was not particularly to my liking - but the writing style was rich and enjoyable."
